Aston Martin,DBS,United Kingdom,2008,2012,Sports Car
Aston Martin,Rapide,United Kingdom,2010,2020,Mid-Size Luxury Car
Aston Martin,V8 Vantage,United Kingdom,1993,2000,Sports Car
Aston Martin,Vanquish,United Kingdom,2001,2007,Sports Car
Aston Martin,Vanquish,United Kingdom,2012,2018,Sports Car
Aston Martin,Vantage,United Kingdom,2006,2018,Sports Car
Audi,100,Germany,1968,1994,Mid-Size Luxury Car
Audi,80,Germany,1966,1996,Compact Executive Car
Audi,A1,Germany,2010,present,Supermini
Audi,A2,Germany,2000,2005,Supermini
Audi,A3,Germany,1996,present,Subcompact Executive Car
Audi,A4,Germany,1994,present,Compact Executive Car
Audi,A5,Germany,2007,present,Compact Executive Car
Audi,A6,Germany,1996,present,Mid-Size Luxury Car
Audi,A7,Germany,2010,present,Mid-Size Luxury Car
Audi,A8,Germany,1994,present,Full-Size Luxury Car
Audi,Coupe,Germany,1980,2000,Sports Car
Audi,e-tron,Germany,2018,present,Mid-Size Luxury SUV
Audi,Q2,Germany,2017,present,Mini Luxury SUV
Audi,Q3,Germany,2011,present,Compact Luxury SUV
Audi,Q4,Germany,present,present,Compact Luxury SUV
Audi,Q5,Germany,2009,present,Compact Luxury SUV
Audi,Q7,Germany,2006,present,Mid-Size Luxury SUV
Audi,Q8,Germany,2019,present,Mid-Size Luxury SUV
Audi,R8,Germany,2007,present,Sports Car
Audi,S3,Germany,1999,present,Sports Car
Audi,S4,Germany,1991,1994,Compact Executive Car
Audi,S4,Germany,1997,present,Compact Executive Car
Audi,S5,Germany,2007,present,Compact Executive Car
Audi,S6,Germany,1994,1997,Mid-Size Luxury SUV
Audi,S6,Germany,1999,2003,Mid-Size Luxury SUV
Audi,S6,Germany,2006,present,Mid-Size Luxury SUV
Audi,S7,Germany,2010,present,Mid-Size Luxury SUV
Audi,S8,Germany,1996,present,Full-Size Luxury Car
Audi,TT,Germany,1998,present,Sports Car
Austin,Healey Sprite,United Kingdom,1958,1971,Sports Car
Autobianchi,A112,Italy,1969,1986,Subcompact Car
Autobianchi,Y10,Italy,1985,1995,Supermini
Bentley,Arnage,United Kingdom,1999,2010,Full-Size Luxury Car
Bentley,Bentayga,United Kingdom,2016,present,Mid-Size Luxury SUV
Bentley,Continental GT,United Kingdom,2003,present,Sports Car
Bentley,Flying Spur,United Kingdom,2006,present,Full-Size Luxury Car
Bentley,Mulsanne,United Kingdom,1980,1992,Full-Size Luxury Car
BMW,1 series,Germany,2005,present,Subcompact Executive Car
BMW,2 series,Germany,2014,present,Subcompact Executive Car
BMW,3 series,Germany,1975,present,Compact Executive Car
BMW,4 series,Germany,2013,present,Compact Executive Car
BMW,5 series,Germany,1972,present,Mid-Size Luxury Car
BMW,6 series,Germany,1976,1989,Sports Car
BMW,6 series,Germany,2003,2018,Sports Car
BMW,6 series,Germany,2017,present,Mid-Size Luxury Car
BMW,7 series,Germany,1977,present,Full-Size Luxury Car
BMW,8 series,Germany,1990,1999,Sports Car
BMW,8 series,Germany,2018,present,Sports Car
BMW,i3,Germany,2014,present,Subcompact Car
BMW,i4,Germany,present,present,Compact Executive Car
BMW,i8,Germany,2014,2020,Sports Car
BMW,iX,Germany,present,present,Mid-Size Luxury SUV
BMW,M2,Germany,2016,2021,Sports Car
BMW,M3,Germany,1986,2018,Sports Car
BMW,M4,Germany,2014,present,Sports Car
BMW,M5,Germany,1984,1995,Sports Car
BMW,M5,Germany,1998,present,Sports Car
BMW,M6,Germany,1983,1989,Sports Car
BMW,M6,Germany,2005,2018,Sports Car
BMW,M8,Germany,2019,present,Sports Car
BMW,X1,Germany,2009,present,Mini Luxury SUV
BMW,X2,Germany,2017,present,Mini Luxury SUV
BMW,X3,Germany,2003,present,Compact Luxury SUV
BMW,X4,Germany,2015,present,Compact Luxury SUV
BMW,X5,Germany,1999,present,Mid-Size Luxury SUV
BMW,X6,Germany,2008,present,Mid-Size Luxury SUV
BMW,X7,Germany,2019,present,Full-Size Luxury Car
BMW,Z3,Germany,1996,2002,Sports Car
BMW,Z4,Germany,2003,present,Sports Car
Buick,Century,United States,1936,1942,Full-Size Car
Buick,Century,United States,1954,1958,Full-Size Car
Buick,Century,United States,1973,2005,Mid-Size Car
Buick,Enclave,United States,2008,present,Full-Size SUV
Buick,Encore,United States,2013,present,Mini SUV
Buick,Lacrosse,United States,2005,present,Mid-Size Car
Buick,Lesabre,United States,1959,2005,Full-Size Car
Buick,Regal,United States,1973,present,Full-Size Car
Buick,Riviera,United States,1963,1993,Full-Size Car
Buick,Riviera,United States,1995,1999,Full-Size Car
BYD,Atto 3,China,2022,present,Compact SUV
BYD,F3,China,2005,2021,Compact Car
BYD,Song,China,2015,present,Compact SUV
Cadillac,ATS,United States,2013,2019,Compact Executive Car
Cadillac,BLS,United States,2006,2009,Compact Executive Car
Cadillac,CTS,United States,2003,2019,Mid-Size Luxury Car
Cadillac,Deville,United States,1959,2005,Full-Size Luxury Car
Cadillac,Eldorado,United States,1953,2002,Full-Size Luxury Car
Cadillac,Escalade,United States,1999,2000,Full-Size Luxury Car
Cadillac,Escalade,United States,2002,present,Full-Size Luxury Car
Cadillac,Fleetwood,United States,1977,1996,Full-Size Luxury Car
Cadillac,Series 62,United States,1940,1964,Full-Size Luxury Car
Cadillac,Seville,United States,1976,2004,Mid-Size Luxury Car
Cadillac,SRX,United States,2004,2009,Mid-Size Luxury SUV
Cadillac,SRX,United States,2010,2016,Compact Luxury SUV
Cadillac,STS,United States,2005,2013,Mid-Size Luxury Car
Cadillac,XT5,United States,2017,present,Compact Luxury SUV
Changan,CS35,China,2012,present,Mini SUV
Changan,CS55,China,2017,present,Compact SUV
Changan,CS75,China,2013,present,Compact SUV
Changan,UNI-K,China,2020,present,Mid-Size SUV
Chery,Amulet,China,2003,2010,Subcompact Car
Chery,Bonus,China,2009,2019,Subcompact Car
Chery,Eastar,China,2004,2011,Mid-Size Car
Chery,Fora,China,2006,2010,Compact Car
Chery,Kimo,China,2007,2015,Supermini
Chery,QQ6,China,2006,2010,Supermini
Chery,Tiggo 3,China,2005,present,Compact SUV
Chery,Tiggo 5,China,2013,2021,Compact SUV
Chery,Tiggo 7,China,2016,present,Compact SUV
Chery,Tiggo 8,China,2017,present,Mid-Size SUV
Chevrolet,Astro,United States,1985,2005,Van
Chevrolet,Avalanche,United States,2001,2013,Full-Size Pickup Truck
Chevrolet,Aveo,United States,2002,present,Subcompact Car
Chevrolet,Bel Air,United States,1950,1981,Full-Size Car
Chevrolet,Blazer,United States,1969,1994,Full-Size SUV
Chevrolet,Blazer,United States,1982,2005,Compact SUV
Chevrolet,Blazer,United States,1994,2001,Mid-Size SUV
Chevrolet,Blazer,United States,2019,present,Mid-Size SUV
Chevrolet,Bolt,United States,2016,present,Subcompact Car
Chevrolet,C/K,United States,1960,2002,Full-Size Pickup Truck
Chevrolet,Camaro,United States,1967,2002,Sports Car
Chevrolet,Camaro,United States,2010,present,Sports Car
Chevrolet,Caprice,United States,1966,1996,Full-Size Car
Chevrolet,Captiva,United States,2006,present,Compact SUV
Chevrolet,Cavalier,United States,1982,2005,Compact Car
Chevrolet,Cavalier,United States,2016,present,Compact Car
Chevrolet,Chevelle,United States,1964,1977,Mid-Size Car
Chevrolet,Chevy Van,United States,1964,1996,Van
Chevrolet,Cobalt,United States,2005,2010,Compact Car
Chevrolet,Cobalt,United States,2012,2020,Compact Car
Chevrolet,Colorado,United States,2003,2011,Compact Pickup Truck
Chevrolet,Colorado,United States,2011,present,Mid-Size Pickup Truck
Chevrolet,Corvette,United States,1953,1982,Sports Car
Chevrolet,Corvette,United States,1984,present,Sports Car
Chevrolet,Cruze,United States,2008,present,Compact Car
Chevrolet,El Camino,United States,1959,1960,Sports Car
Chevrolet,El Camino,United States,1964,1987,Sports Car
Chevrolet,Equinox,United States,2004,2017,Mid-Size SUV
Chevrolet,Equinox,United States,2018,present,Compact SUV
Chevrolet,Express,United States,1996,present,Van
Chevrolet,HHR,United States,2006,2011,Compact Car
Chevrolet,Impala,United States,1958,1985,Full-Size Car
Chevrolet,Impala,United States,1994,1996,Full-Size Car
Chevrolet,Impala,United States,2000,2016,Mid-Size Car
Chevrolet,Impala,United States,2014,2020,Full-Size Car
Chevrolet,Malibu,United States,1964,1983,Mid-Size Car
Chevrolet,Malibu,United States,1997,present,Mid-Size Car
Chevrolet,Monte Carlo,United States,1970,1988,Full-Size Car
Chevrolet,Monte Carlo,United States,1995,2008,Full-Size Car
Chevrolet,Nova,United States,1962,1979,Compact Car
Chevrolet,Nova,United States,1985,1988,Subcompact Car
Chevrolet,Orlando,United States,2010,present,Compact MPV
Chevrolet,Silverado,United States,1998,present,Full-Size Pickup Truck
Chevrolet,Spark,United States,2009,present,Supermini
Chevrolet,Suburban,United States,1934,1942,Full-Size Car
Chevrolet,Suburban,United States,1946,present,Full-Size SUV
Chevrolet,Tahoe,United States,1994,present,Full-Size SUV
Chevrolet,Tracker,United States,1989,2004,Mini SUV
Chevrolet,Trailblazer,United States,2001,2008,Mid-Size SUV
Chevrolet,Trailblazer,United States,2011,2020,Mid-Size SUV
Chevrolet,Traverse,United States,2009,present,Full-Size SUV
Chevrolet,Trax,United States,2013,present,Compact SUV
Chevrolet,Volt,United States,2011,2019,Compact Car
Chrysler,200,United States,2011,2017,Mid-Size Car
Chrysler,300,United States,2005,present,Full-Size Car
Chrysler,300M,United States,1999,2004,Full-Size Luxury Car
Chrysler,Concorde,United States,1993,2004,Full-Size Car
Chrysler,Crossfire,United States,2004,2008,Sports Car
Chrysler,Grand Voyager,United States,2008,2016,Large MPV
Chrysler,LeBaron,United States,1977,1995,Full-Size Car
Chrysler,New Yorker,United States,1940,1942,Full-Size Car
Chrysler,New Yorker,United States,1946,1981,Full-Size Car
Chrysler,New Yorker,United States,1982,1993,Mid-Size Car
Chrysler,New Yorker,United States,1994,1996,Full-Size Car
Chrysler,Pacifica,United States,2017,present,Large MPV
Chrysler,PT Cruiser,United States,2001,2010,Compact Car
Chrysler,Sebring,United States,1994,2010,Mid-Size Car
Chrysler,Town & Country,United States,1990,2016,Large MPV
Chrysler,Voyager,United States,1988,2016,Large MPV
Chrysler,Voyager,United States,2019,present,Large MPV
Citroen,2CV,France,1948,1990,Supermini
Citroen,Ami,France,1961,1978,Subcompact Car
Citroen,AX,France,1986,1998,Subcompact Car
Citroen,Berlingo,France,1996,present,Van
Citroen,BX,France,1982,1994,Mid-Size Car
Citroen,C-Crosser,France,2007,2012,Compact SUV
Citroen,C-Elysee,France,2012,present,Subcompact Car
Citroen,C1,France,2005,present,Supermini
Citroen,C15,France,1984,2006,Large MPV
Citroen,C2,France,2003,2009,Subcompact Car
Citroen,C3,France,2002,present,Subcompact Car
Citroen,C3 Aircross,France,2010,present,Mini SUV
Citroen,C3 Picasso,France,2009,2017,Mini MPV
Citroen,C4,France,2004,present,Compact Car
Citroen,C4,France,2020,present,Mini SUV
Citroen,C4 Aircross,France,2012,2017,Mini SUV
Citroen,C4 Cactus,France,2014,present,Mini SUV
Citroen,C4 Picasso,France,2006,present,Compact MPV
Citroen,C5,France,2000,2021,Mid-Size Car
Citroen,C5 Aircross,France,2017,present,Compact SUV
Citroen,C6,France,2006,2012,Full-Size Car
Citroen,C8,France,2002,2014,Large MPV
Citroen,CX,France,1975,1991,Mid-Size Luxury Car
Citroen,DS,France,1955,1975,Full-Size Car
Citroen,DS3,France,2009,2019,Supermini
Citroen,DS3,France,2018,present,Mini SUV
Citroen,DS4,France,2010,2018,Subcompact Executive Car
Citroen,DS4,France,2021,present,Subcompact Executive Car
Citroen,DS5,France,2011,2018,Compact Executive Car
Citroen,Dyane,France,1967,1983,Supermini
Citroen,Evasion,France,1994,2002,Large MPV
Citroen,H Van,France,1947,1981,Large MPV
Citroen,Jumper,France,1993,present,Large MPV
Citroen,Jumpy,France,1994,present,Large MPV
Citroen,Mehari,France,1968,1988,Compact SUV
Citroen,Nemo,France,2007,present,Large MPV
Citroen,Saxo,France,1996,2003,Subcompact Car
Citroen,Traction Avant,France,1934,1956,Full-Size Car
Citroen,Xantia,France,1992,2010,Mid-Size Car
Citroen,XM,France,1989,2000,Mid-Size Luxury Car
Citroen,Xsara,France,1997,2006,Compact Car
Citroen,Xsara Picasso,France,1999,2012,Compact MPV
Citroen,ZX,France,1991,1998,Compact Car
Cupra,Born,Spain,2021,present,Compact Car
Cupra,Formentor,Spain,2020,present,Compact SUV
Dacia,1310,Romania,1979,2004,Compact Car
Dacia,Dokker,Romania,2012,2021,Large MPV
Dacia,Duster,Romania,2010,present,Mini SUV
Dacia,Jogger,Romania,2021,present,Compact MPV
Dacia,Lodgy,Romania,2012,present,Compact MPV
Dacia,Logan,Romania,2004,present,Subcompact Car
Dacia,Logan MCV,Romania,2006,2021,Compact MPV
Dacia,Sandero,Romania,2008,present,Subcompact Car
Daewoo,Damas,South Korea,1991,2021,Van
Daewoo,Espero,South Korea,1990,1999,Mid-Size Car
Daewoo,Lacetti,South Korea,2002,2011,Compact Car
Daewoo,Lanos,South Korea,1997,2002,Subcompact Car
Daewoo,Leganza,South Korea,1997,2002,Full-Size Car
Daewoo,Matiz,South Korea,1998,2002,Supermini
Daewoo,Nubira,South Korea,1997,2002,Compact Car
Daewoo,Tico,South Korea,1991,2001,Supermini
Daihatsu,Charade,Japan,1977,2000,Supermini
Daihatsu,Copen,Japan,2002,2012,Sports Car
Daihatsu,Copen,Japan,2014,present,Sports Car
Daihatsu,Cuore,Japan,1980,2018,Supermini
Daihatsu,Hijet,Japan,1960,present,Large MPV
Daihatsu,Materia,Japan,2006,2012,Mini MPV
Daihatsu,Move,Japan,1995,present,Supermini
Daihatsu,Rocky,Japan,1989,2002,Mini SUV
Daihatsu,Sirion,Japan,1998,present,Supermini
Daihatsu,Terios,Japan,1997,present,Mini SUV
Daihatsu,YRV,Japan,2000,2005,Mini MPV
Dodge,Avenger,United States,1995,2000,Sports Car
Dodge,Avenger,United States,2007,2014,Mid-Size Car
Dodge,Caliber,United States,2007,2012,Compact Car
Dodge,Caravan,United States,1984,2020,Large MPV
Dodge,Challenger,United States,1970,1974,Sports Car
Dodge,Challenger,United States,1978,1983,Subcompact Car
Dodge,Challenger,United States,2008,present,Sports Car
Dodge,Charger,United States,2006,present,Full-Size Car
Dodge,Dakota,United States,1987,2009,Mid-Size Pickup Truck
Dodge,Dart,United States,1960,1961,Full-Size Car
Dodge,Dart,United States,1962,1962,Mid-Size Car
Dodge,Dart,United States,1963,1976,Compact Car
Dodge,Dart,United States,2012,2016,Compact Car
Dodge,Durango,United States,1998,2003,Mid-Size SUV
Dodge,Durango,United States,2004,2009,Full-Size SUV
Dodge,Durango,United States,2011,present,Mid-Size SUV
Dodge,Interpid,United States,1993,2004,Full-Size Car
Dodge,Journey,United States,2009,2020,Mid-Size SUV
Dodge,Magnum,United States,1978,1988,Mid-Size Car
Dodge,Magnum,United States,2005,2008,Full-Size Car
Dodge,Neon,United States,1994,2005,Compact Car
Dodge,Nitro,United States,2007,2012,Compact SUV
Dodge,Ram Van,United States,1971,2003,Van
Dodge,Stratus,United States,1995,2006,Full-Size Car
Dodge,Viper,United States,1991,2010,Sports Car
Dodge,Viper,United States,2013,2017,Sports Car
DS,3,France,2016,2019,Supermini
DS,3,France,2018,present,Mini Luxury SUV
DS,4,France,2015,2018,Subcompact Executive Car
DS,4,France,2021,present,Subcompact Executive Car
DS,7,France,2017,present,Compact Luxury SUV
Emgrand,EC7,China,2009,2014,Compact Car
Exeed,LX,China,2019,present,Mini Luxury SUV
Exeed,VX,China,2019,present,Mid-Size Luxury SUV
FAW,Besturn B50,China,2009,2019,Mid-Size Car
FAW,Besturn X80,China,2013,2020,Compact SUV
Ferrari,360,Italy,2000,2005,Sports Car
Ferrari,458,Italy,2009,2015,Sports Car
Ferrari,488,Italy,2015,2019,Sports Car
Ferrari,599,Italy,2007,2012,Sports Car
Ferrari,812,Italy,2017,present,Sports Car
Ferrari,california,Italy,2008,2017,Sports Car
Ferrari,F12,Italy,2012,2017,Sports Car
Ferrari,F355,Italy,1995,1999,Sports Car
Ferrari,F430,Italy,2005,2010,Sports Car
Ferrari,F8,Italy,2019,present,Sports Car
Ferrari,FF,Italy,2011,2016,Sports Car
Ferrari,GTC4 Lusso,Italy,2016,2020,Sports Car
Ferrari,Portofino,Italy,2017,present,Sports Car
Fiat,1100,Italy,1953,1969,Compact Car
Fiat,124,Italy,1966,1974,Compact Car
Fiat,126,Italy,1972,1980,Supermini
Fiat,127,Italy,1971,1983,Subcompact Car
Fiat,128,Italy,1969,1985,Compact Car
Fiat,131,Italy,1974,1984,Subcompact Car
Fiat,500,Italy,1957,1975,Supermini
Fiat,500,Italy,2007,present,Supermini
Fiat,500e,Italy,2013,present,Supermini
Fiat,500l,Italy,2012,present,Mini MPV
Fiat,500x,Italy,2016,present,Mini SUV
Fiat,600,Italy,1955,1969,Supermini
Fiat,850,Italy,1964,1973,Subcompact Car
Fiat,Albea,Italy,2002,2012,Subcompact Car
Fiat,Barchetta,Italy,1995,2005,Sports Car
Fiat,Brava,Italy,1995,2003,Compact Car
Fiat,Bravo,Italy,1995,2003,Compact Car
Fiat,Bravo,Italy,2007,2014,Compact Car
Fiat,Cinquecento,Italy,1991,1998,Supermini
Fiat,Coupe,Italy,1993,2000,Sports Car
Fiat,Croma,Italy,1985,1996,Mid-Size Car
Fiat,Croma,Italy,2005,2010,Large MPV
Fiat,Doblo,Italy,2001,present,Large MPV
Fiat,Ducato,Italy,1981,present,Van
Fiat,Fiorino,Italy,1977,present,Large MPV
Fiat,Freemont,Italy,2011,2016,Large MPV
Fiat,Fullback,Italy,2016,2019,Mid-Size Pickup Truck
Fiat,Idea,Italy,2003,2012,Mini MPV
Fiat,Linea,Italy,2007,2018,Compact Car
Fiat,Marea,Italy,1996,2002,Compact Car
Fiat,Multipla,Italy,1998,2010,Compact MPV
Fiat,Palio,Italy,1996,2010,Subcompact Car
Fiat,Panda,Italy,1980,present,Supermini
Fiat,Punto,Italy,1993,2018,Supermini
Fiat,Qubo,Italy,2007,present,Large MPV
Fiat,Regata,Italy,1983,1995,Compact Car
Fiat,Ritmo,Italy,1978,1988,Compact Car
Fiat,Scudo,Italy,1996,2015,Van
Fiat,Sedici,Italy,2005,2014,Mini SUV
Fiat,Seicento,Italy,1997,2010,Supermini
Fiat,Siena,Italy,1996,present,Subcompact Car
Fiat,Stilo,Italy,2002,2010,Compact Car
Fiat,Talento,Italy,2016,2020,Van
Fiat,Tempra,Italy,1990,2003,Compact Car
Fiat,Tipo,Italy,1988,2000,Compact Car
Fiat,Tipo,Italy,2015,present,Compact Car
Fiat,Ulysse,Italy,1995,2010,Large MPV
Fiat,Uno,Italy,1983,2014,Subcompact Car
Ford,Aerostar,United States,1986,1997,Large MPV
Ford,Anglia,United States,1939,1967,Compact Car
Ford,B-Max,United States,2012,2017,Mini MPV
Ford,Bronco,United States,1965,1977,Compact SUV
Ford,Bronco,United States,1978,1996,Full-Size SUV
Ford,Bronco,United States,2021,present,Mid-Size SUV
Ford,C-Max,United States,2003,2019,Compact MPV
Ford,Capri,United States,1968,1986,Sports Car
Ford,Cortina,United States,1962,1984,Mid-Size Car
Ford,Crown Victoria,United States,1992,2012,Full-Size Car
Ford,E-Series,United States,1961,2014,Van
Ford,Ecosport,United States,2003,present,Mini SUV
Ford,Edge,United States,2007,present,Mid-Size SUV
Ford,Escape,United States,2001,present,Compact SUV
Ford,Escort,United States,1967,2002,Compact Car
Ford,Excursion,United States,2000,2005,Full-Size SUV
Ford,Expedition,United States,1997,present,Full-Size SUV
Ford,Explorer,United States,1991,2010,Compact SUV
Ford,Explorer,United States,2011,present,Mid-Size SUV
Ford,F-150,United States,1975,present,Full-Size Pickup Truck
Ford,F-250,United States,1953,present,Full-Size Pickup Truck
Ford,F-350,United States,1953,present,Full-Size Pickup Truck
Ford,Fiesta,United States,1976,present,Subcompact Car
Ford,Flex,United States,2009,2019,Full-Size SUV
Ford,Focus,United States,1998,present,Compact Car
Ford,Fusion,United States,2002,2012,Mini MPV
Ford,Fusion,United States,2006,2020,Mid-Size Car
Ford,Galaxy,United States,1995,present,Large MPV
Ford,Granada,United States,1972,1994,Full-Size Car
Ford,Ka,United States,1996,2016,Supermini
Ford,Ka,United States,2014,2021,Subcompact Car
Ford,Kuga,United States,2008,present,Compact SUV
Ford,Maverick,United States,1969,1979,Compact Car
Ford,Maverick,United States,1988,1994,Full-Size SUV
Ford,Maverick,United States,1993,2007,Compact SUV
Ford,Maverick,United States,2021,present,Compact Pickup Truck
Ford,Model A,United States,1928,1931,Full-Size Car
Ford,Mondeo,United States,1993,present,Mid-Size Car
Ford,Mustang,United States,1965,present,Sports Car
Ford,Mustang Mach-E,United States,2021,present,Compact SUV
Ford,Orion,United States,1983,1993,Compact Car
Ford,Probe,United States,1988,1997,Sports Car
Ford,Puma,United States,1997,2002,Sports Car
Ford,Puma,United States,2019,present,Sports Car
Ford,Ranger,United States,1983,2012,Compact Pickup Truck
Ford,Ranger,United States,2012,present,Mid-Size Pickup Truck
Ford,S-Max,United States,2006,present,Large MPV
Ford,Scorpio,United States,1985,1998,Full-Size Car
Ford,Sierra,United States,1982,1993,Mid-Size Car
Ford,Taunus,United States,1939,1994,Mid-Size Car
Ford,Taurus,United States,1986,2007,Mid-Size Car
Ford,Taurus,United States,2007,2019,Full-Size Car
Ford,Thunderbird,United States,1955,1957,Sports Car
Ford,Thunderbird,United States,1958,1997,Full-Size Luxury Car
Ford,Thunderbird,United States,2002,2005,Sports Car
Ford,Transit,United States,1965,present,Large MPV
Ford,Transit Connect,United States,2002,present,Compact MPV
Ford,Transit Courier,United States,2014,present,Mini MPV
Ford,Transit Custom,United States,2012,present,Van
Ford,Windstar,United States,1995,2003,Large MPV
FSO,Polonez,Poland,1978,2002,Mid-Size Car
GAZ,21,Russia,1956,1970,Full-Size Car
GAZ,24,Russia,1970,1985,Full-Size Car
GAZ,3102,Russia,1982,2009,Full-Size Car
GAZ,31029,Russia,1992,1997,Full-Size Car
GAZ,3110,Russia,1996,2004,Full-Size Car
GAZ,GAZelle,Russia,1994,present,Large MPV
GAZ,Sobol,Russia,1998,present,Large MPV
Geely,Atlas,China,2016,present,Compact SUV
Geely,CK,China,2005,2016,Subcompact Car
Geely,Coolray,China,2018,present,Mini SUV
Geely,Emgrand,China,2010,2021,Compact Car
Geely,Emgrand,China,2021,present,Subcompact Car
Geely,MK,China,2006,2020,Subcompact Car
Geely,Monjaro,China,2021,present,Mid-Size SUV
Genesis,G70,South Korea,2018,present,Compact Executive Car
Genesis,G80,South Korea,2017,present,Mid-Size Luxury Car
Genesis,G90,South Korea,2017,present,Full-Size Luxury Car
Genesis,GV70,South Korea,2021,present,Compact Luxury SUV
Genesis,GV80,South Korea,2021,present,Mid-Size Luxury SUV
GMC,Acadia,United States,2007,2017,Full-Size SUV
GMC,Acadia,United States,2017,present,Mid-Size SUV
GMC,Savana,United States,1996,present,Van
GMC,Sierra,United States,1988,present,Full-Size Pickup Truck
GMC,Terrain,United States,2008,2010,Compact SUV
GMC,Terrain,United States,2010,2017,Mid-Size SUV
GMC,Terrain,United States,2018,present,Compact SUV
GMC,Vandura,United States,1970,1996,Van
GMC,Yukon,United States,1991,present,Full-Size SUV
Greatwall,Deer,China,1996,2013,Compact Pickup Truck
Greatwall,Steed,China,2006,present,Mid-Size Pickup Truck
Haval,Dargo,China,2020,present,Compact SUV
Haval,F7,China,2018,present,Compact SUV
Haval,H6,China,2011,present,Compact SUV
Haval,H9,China,2014,present,Full-Size SUV
Haval,Jolion,China,2020,present,Compact SUV
Holden,Caprice,Australia,1990,2017,Full-Size Car
Holden,Commodore,Australia,1978,1988,Mid-Size Car
Holden,Commodore,Australia,1988,2018,Full-Size Car
Holden,Commodore,Australia,2018,2020,Mid-Size Car
Holden,Ute,Australia,2000,2017,Mid-Size Pickup Truck
Honda,Accord,Japan,1976,1989,Compact Car
Honda,Accord,Japan,1989,present,Mid-Size Car
Honda,Accord Crosstour,Japan,2010,2011,Mid-Size SUV
Honda,Airwave,Japan,2005,2010,Subcompact Car
Honda,Avancier,Japan,1999,2003,Mid-Size Car
Honda,Avancier,Japan,2016,present,Mid-Size SUV
Honda,City,Japan,1981,present,Subcompact Car
Honda,Civic,Japan,1972,2000,Subcompact Car
Honda,Civic,Japan,2000,present,Compact Car
Honda,Concerto,Japan,1988,1995,Subcompact Car
Honda,CR-V,Japan,1997,present,Compact SUV
Honda,CR-X,Japan,1984,1991,Sports Car
Honda,CR-Z,Japan,2011,2016,Sports Car
Honda,Element,Japan,2003,2011,Compact SUV
Honda,Elysion,Japan,2004,present,Large MPV
Honda,FR-V,Japan,2004,2009,Compact MPV
Honda,Freed,Japan,2008,present,Mini MPV
Honda,HR-V,Japan,1999,2006,Mini SUV
Honda,HR-V,Japan,2013,present,Mini SUV
Honda,Insight,Japan,2000,2006,Subcompact Car
Honda,Insight,Japan,2010,2014,Compact Car
Honda,Insight,Japan,2019,present,Compact Car
Honda,Inspire,Japan,1989,2012,Mid-Size Car
Honda,Inspire,Japan,2018,present,Mid-Size Car
Honda,Integra,Japan,1986,2006,Sports Car
Honda,Integra,Japan,2021,present,Compact Car
Honda,Jazz,Japan,2001,present,Subcompact Car
Honda,Legend,Japan,1985,2012,Mid-Size Luxury Car
Honda,Legend,Japan,2014,present,Mid-Size Luxury Car
Honda,Logo,Japan,1996,2001,Subcompact Car
